# pillbox-gtin version=2026-09-09 count=57672
#
# Штрихкоды упаковок. Собирается скриптом tools/extract_esklp.py —
# правьте исходники, а не этот файл.
#
# Два источника:
#   ЕСКЛП (Минздрав) — только ЖНВЛП: штрихкод там лежит в блоке
#     предельных цен, а он заполняется лишь для препаратов из перечня;
#   source/gtin_manual.tsv — коды с упаковок, внесённые вручную
#     (0 шт.): препараты вне перечня и БАДы.
#
# Код приведён к 14 знакам — так он приходит из кода маркировки.
#
# manual-gtins:
#
# Формат: код;название;действующее вещество;форма;дозировка;единица
gtin;name;inn;form;strength;unit
04605453014077;Глюкоза-Э;Декстроза;INJECTION;;
04605453014084;Глюкоза-Э;Декстроза;INJECTION;;
04605453014091;Натрия хлорид;Натрия Хлорид;INJECTION;;
04605453014107;Натрия хлорид;Натрия Хлорид;INJECTION;;
04605453014114;Натрия хлорид;Натрия Хлорид;INJECTION;;
04605453014121;Натрия хлорид;Натрия Хлорид;INJECTION;;
04605453014190;Натрия хлорид;Натрия Хлорид;INJECTION;;
04605453014251;Натрия хлорид;Натрия Хлорид;INJECTION;;
04605453014268;Левофлоксацин;Левофлоксацин;INJECTION;5;MG
04605453014275;Левофлоксацин;Левофлоксацин;INJECTION;5;MG
04605453014282;Левофлоксацин;Левофлоксацин;INJECTION;5;MG
04605453014299;Левофлоксацин;Левофлоксацин;INJECTION;5;MG
04605453014336;Натрия хлорид;Натрия Хлорид;INJECTION;;
04605453014350;Моксифлоксацин;Моксифлоксацин;INJECTION;1.6;MG
04605453014367;Моксифлоксацин;Моксифлоксацин;INJECTION;1.6;MG
04605453014374;Моксифлоксацин;Моксифлоксацин;INJECTION;1.6;MG
04605453014381;Моксифлоксацин;Моксифлоксацин;INJECTION;1.6;MG
04605453014398;Моксифлоксацин;Моксифлоксацин;INJECTION;1.6;MG
04605453014404;Моксифлоксацин;Моксифлоксацин;INJECTION;1.6;MG
04605453014411;Моксифлоксацин;Моксифлоксацин;INJECTION;1.6;MG
04605453014428;Моксифлоксацин;Моксифлоксацин;INJECTION;1.6;MG
04605453014435;Моксифлоксацин;Моксифлоксацин;INJECTION;1.6;MG
04605453014442;Моксифлоксацин;Моксифлоксацин;INJECTION;1.6;MG
04605453014459;Цитиколин-ЭСКОМ;Цитиколин;INJECTION;125;MG
04605453014466;Цитиколин-ЭСКОМ;Цитиколин;INJECTION;125;MG
04605453014473;Цитиколин-ЭСКОМ;Цитиколин;INJECTION;250;MG
04605453014480;Цитиколин-ЭСКОМ;Цитиколин;INJECTION;250;MG
04605453014497;Линезолид;Линезолид;INJECTION;2;MG
04605453014503;Линезолид;Линезолид;INJECTION;2;MG
04605453014510;Линезолид;Линезолид;INJECTION;2;MG
04605453014527;Линезолид;Линезолид;INJECTION;2;MG
04605453014534;Линезолид;Линезолид;INJECTION;2;MG
04605453014541;Линезолид;Линезолид;INJECTION;2;MG
04605453014558;Линезолид;Линезолид;INJECTION;2;MG
04605453014565;Линезолид;Линезолид;INJECTION;2;MG
04605453014572;Линезолид;Линезолид;INJECTION;2;MG
04605453014589;Линезолид;Линезолид;INJECTION;2;MG
04605453014596;Линезолид;Линезолид;INJECTION;2;MG
04605453014602;Линезолид;Линезолид;INJECTION;2;MG
04605453014619;Линезолид;Линезолид;INJECTION;2;MG
04605453014626;Линезолид;Линезолид;INJECTION;2;MG
04605453014633;Линезолид;Линезолид;INJECTION;2;MG
04605453014640;Линезолид;Линезолид;INJECTION;2;MG
04605453014657;Линезолид;Линезолид;INJECTION;2;MG
04605453014664;Линезолид;Линезолид;INJECTION;2;MG
04605453014671;Линезолид;Линезолид;INJECTION;2;MG
04605453014688;Линезолид;Линезолид;INJECTION;2;MG
04605453014695;Линезолид;Линезолид;INJECTION;2;MG
04605453014701;Линезолид;Линезолид;INJECTION;2;MG
04605453014763;Бупивакаин;Бупивакаин;INJECTION;5;MG
04605453014770;Бупивакаин;Бупивакаин;INJECTION;5;MG
04605453014787;Бупивакаин;Бупивакаин;INJECTION;5;MG
04605453014794;Бупивакаин;Бупивакаин;INJECTION;5;MG
04605453014800;Бупивакаин;Бупивакаин;INJECTION;5;MG
04605453014817;Бупивакаин;Бупивакаин;INJECTION;5;MG
04605453014824;Бупивакаин;Бупивакаин;INJECTION;5;MG
04605453014831;Бупивакаин;Бупивакаин;INJECTION;5;MG
04605453014848;Бупивакаин;Бупивакаин;INJECTION;5;MG
04605453014855;Бупивакаин;Бупивакаин;INJECTION;5;MG
04605453014862;Бупивакаин;Бупивакаин;INJECTION;5;MG
04605453014879;Бупивакаин;Бупивакаин;INJECTION;5;MG
04605453014886;Бупивакаин;Бупивакаин;INJECTION;5;MG
04605453014893;Бупивакаин;Бупивакаин;INJECTION;5;MG
04605453015173;Натрия хлорид;Натрия Хлорид;INJECTION;;
04605453016118;Натрия хлорид;Натрия Хлорид;INJECTION;;
04605453016262;Натрия хлорид;Натрия Хлорид;INJECTION;;
04605453016712;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453016729;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453016736;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453016743;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453016750;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453016767;Холина альфосцерат;Холина Альфосцерат;INJECTION;250;MG
04605453016774;Холина альфосцерат;Холина Альфосцерат;INJECTION;250;MG
04605453016781;Холина альфосцерат;Холина Альфосцерат;INJECTION;250;MG
04605453016798;Холина альфосцерат;Холина Альфосцерат;INJECTION;250;MG
04605453016804;Холина альфосцерат;Холина Альфосцерат;INJECTION;250;MG
04605453016811;Холина альфосцерат;Холина Альфосцерат;INJECTION;250;MG
04605453016828;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453016842;Холина альфосцерат;Холина Альфосцерат;INJECTION;250;MG
04605453016859;Холина альфосцерат;Холина Альфосцерат;INJECTION;250;MG
04605453016866;Холина альфосцерат;Холина Альфосцерат;INJECTION;250;MG
04605453016873;Холина альфосцерат;Холина Альфосцерат;INJECTION;250;MG
04605453016880;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453016897;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453016903;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453016910;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453016927;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453016934;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453016958;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453016965;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453016972;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453016989;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453016996;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017009;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017016;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017023;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017030;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017047;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017061;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017078;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017085;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017092;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017108;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017115;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017122;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017139;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017146;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017153;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017177;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017184;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017191;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017207;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017214;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017221;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017238;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017245;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017252;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017269;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017283;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017290;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017306;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017313;Транецидум;Транексамовая Кислота;INJECTION;50;MG
04605453017337;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017344;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017351;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017368;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017375;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017382;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017399;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017405;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017412;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017429;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017443;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017450;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017467;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017474;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017481;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017498;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017504;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017511;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017528;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017535;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017559;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017566;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017573;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017580;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017597;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017603;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017610;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017627;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017634;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017641;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017665;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017672;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017689;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017696;Транецидум;Транексамовая Кислота;INJECTION;100;MG
04605453017702;Тиамин;Тиамин;INJECTION;50;MG
04605453017719;Тиамин;Тиамин;INJECTION;50;MG
04605453017726;Тиамин;Тиамин;INJECTION;50;MG
04605453017733;Тиамин;Тиамин;INJECTION;50;MG
04605453017740;Тиамин;Тиамин;INJECTION;50;MG
04605453017757;Тиамин;Тиамин;INJECTION;50;MG
04605453017771;Тиамин;Тиамин;INJECTION;50;MG
04605453017788;Тиамин;Тиамин;INJECTION;50;MG
04605453017795;Тиамин;Тиамин;INJECTION;50;MG
04605453017801;Тиамин;Тиамин;INJECTION;50;MG
04605453017818;Парацетамол;Парацетамол;INJECTION;10;MG
04605453017825;Эпинефрин;Эпинефрин;INJECTION;1;MG
04605453017832;Эпинефрин;Эпинефрин;INJECTION;1;MG
04605453017849;Эпинефрин;Эпинефрин;INJECTION;1;MG
04605453017856;Эпинефрин;Эпинефрин;INJECTION;1;MG
04605453017863;Эпинефрин;Эпинефрин;INJECTION;1;MG
04605453017870;Эпинефрин;Эпинефрин;INJECTION;1;MG
04605453017894;Эпинефрин;Эпинефрин;INJECTION;1;MG
04605453017900;Эпинефрин;Эпинефрин;INJECTION;1;MG
04605453017917;Эпинефрин;Эпинефрин;INJECTION;1;MG
04605453017924;Эпинефрин;Эпинефрин;INJECTION;1;MG
04605453017955;Парацетамол;Парацетамол;INJECTION;10;MG
04605453017962;Парацетамол;Парацетамол;INJECTION;10;MG
04605453017979;Парацетамол;Парацетамол;INJECTION;10;MG
04605453017986;Парацетамол;Парацетамол;INJECTION;10;MG
04605453017993;Парацетамол;Парацетамол;INJECTION;10;MG
04605453018006;Парацетамол;Парацетамол;INJECTION;10;MG
04605453018013;Парацетамол;Парацетамол;INJECTION;10;MG
04605453018020;Парацетамол;Парацетамол;INJECTION;10;MG
04605453018037;Парацетамол;Парацетамол;INJECTION;10;MG
04605453018044;Парацетамол;Парацетамол;INJECTION;10;MG
04605453018051;Парацетамол;Парацетамол;INJECTION;10;MG
04605453018068;Парацетамол;Парацетамол;INJECTION;10;MG
04605453018075;Парацетамол;Парацетамол;INJECTION;10;MG
04605453018082;Парацетамол;Парацетамол;INJECTION;10;MG
04605453018099;Парацетамол;Парацетамол;INJECTION;10;MG
04605453018105;Парацетамол;Парацетамол;INJECTION;10;MG
04605453018112;Парацетамол;Парацетамол;INJECTION;10;MG
04605453018174;Рингера раствор;Натрия Хлорида Раствор Сложный [калия Хлорид+кальция Хлорид+натрия Хлорид];INJECTION;;
04605453018235;Рингера раствор;Натрия Хлорида Раствор Сложный [калия Хлорид+кальция Хлорид+натрия Хлорид];INJECTION;;
04605453018259;Рингера раствор;Натрия Хлорида Раствор Сложный [калия Хлорид+кальция Хлорид+натрия Хлорид];INJECTION;;
04605453018273;Рингера раствор;Натрия Хлорида Раствор Сложный [калия Хлорид+кальция Хлорид+натрия Хлорид];INJECTION;;
04605453018372;Рингера раствор;Натрия Хлорида Раствор Сложный [калия Хлорид+кальция Хлорид+натрия Хлорид];INJECTION;;
04605453018402;Рингера раствор;Натрия Хлорида Раствор Сложный [калия Хлорид+кальция Хлорид+натрия Хлорид];INJECTION;;
04605453018433;Рингера раствор;Натрия Хлорида Раствор Сложный [калия Хлорид+кальция Хлорид+натрия Хлорид];INJECTION;;
04605453018471;Рингера раствор;Натрия Хлорида Раствор Сложный [калия Хлорид+кальция Хлорид+натрия Хлорид];INJECTION;;
04605453018525;Рингера раствор;Натрия Хлорида Раствор Сложный [калия Хлорид+кальция Хлорид+натрия Хлорид];INJECTION;;
04605453018532;Рингера раствор;Натрия Хлорида Раствор Сложный [калия Хлорид+кальция Хлорид+натрия Хлорид];INJECTION;;
04605453018563;Рингера раствор;Натрия Хлорида Раствор Сложный [калия Хлорид+кальция Хлорид+натрия Хлорид];INJECTION;;
04605453018570;Рингера раствор;Натрия Хлорида Раствор Сложный [калия Хлорид+кальция Хлорид+натрия Хлорид];INJECTION;;
04605453018594;Рингера раствор;Натрия Хлорида Раствор Сложный [калия Хлорид+кальция Хлорид+натрия Хлорид];INJECTION;;
04605453018631;Рингера раствор;Натрия Хлорида Раствор Сложный [калия Хлорид+кальция Хлорид+натрия Хлорид];INJECTION;;
04605453018648;Рингера раствор;Натрия Хлорида Раствор Сложный [калия Хлорид+кальция Хлорид+натрия Хлорид];INJECTION;;
04605453018662;Рингера раствор;Натрия Хлорида Раствор Сложный [калия Хлорид+кальция Хлорид+натрия Хлорид];INJECTION;;
04605453018693;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018709;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018716;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018723;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018730;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018747;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018754;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018761;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018785;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018808;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018815;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018822;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018839;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018846;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018853;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018860;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018877;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018884;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018891;Перекись водорода;Водорода Пероксид;INJECTION;;
04605453018907;Пиридоксин;Пиридоксин;INJECTION;50;MG
04605453018914;Пиридоксин;Пиридоксин;INJECTION;50;MG
04605453018921;Пиридоксин;Пиридоксин;INJECTION;50;MG
04605453018938;Пиридоксин;Пиридоксин;INJECTION;50;MG
04605453018945;Пиридоксин;Пиридоксин;INJECTION;50;MG
04605453018952;Пиридоксин;Пиридоксин;INJECTION;50;MG
04605453018976;Пиридоксин;Пиридоксин;INJECTION;50;MG
04605453018983;Пиридоксин;Пиридоксин;INJECTION;50;MG
04605453018990;Пиридоксин;Пиридоксин;INJECTION;50;MG
04605453019003;Пиридоксин;Пиридоксин;INJECTION;50;MG
04605453019010;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019171;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019263;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019294;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019386;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019393;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019416;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019423;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019430;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019447;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019454;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019461;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019478;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019485;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019492;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019508;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019522;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019539;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019546;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019553;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019560;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019577;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019584;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019591;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019607;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453019614;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453019621;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019645;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019652;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019669;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019676;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019683;Ропивакаин;Ропивакаин;INJECTION;2;MG
04605453019690;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019706;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019713;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019720;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019737;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019744;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019768;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019775;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019782;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019799;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019812;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019829;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019836;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019843;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019850;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019867;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019881;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019898;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019904;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019911;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019928;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019935;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019942;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019959;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019966;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019973;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453019997;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453020009;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453020016;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453020023;Ропивакаин;Ропивакаин;INJECTION;5;MG
04605453020030;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020047;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020054;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020061;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020078;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020085;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020092;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020108;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020115;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020122;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020139;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020146;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020153;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020160;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020177;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020184;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020207;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020214;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020221;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020238;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020245;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020252;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020269;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020276;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020283;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020290;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020313;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020320;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020337;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020344;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04605453020351;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020368;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020375;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020382;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020405;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020412;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020429;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020436;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020443;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020450;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020467;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020474;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020481;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020498;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020511;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020528;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020535;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020542;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020559;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020566;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020573;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020580;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020597;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020603;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020627;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020634;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020641;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020658;Ропивакаин;Ропивакаин;INJECTION;10;MG
04605453020689;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020696;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020702;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020719;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020726;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020733;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020740;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020757;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020764;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020771;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020788;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020795;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020801;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020818;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020825;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020832;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020849;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020856;Офлоксацин;Офлоксацин;INJECTION;2;MG
04605453020887;Флуконазол;Флуконазол;INJECTION;2;MG
04605453020894;Флуконазол;Флуконазол;INJECTION;2;MG
04605453020900;Флуконазол;Флуконазол;INJECTION;2;MG
04605453020917;Флуконазол;Флуконазол;INJECTION;2;MG
04605453020924;Флуконазол;Флуконазол;INJECTION;2;MG
04605453020931;Флуконазол;Флуконазол;INJECTION;2;MG
04605453020948;Флуконазол;Флуконазол;INJECTION;2;MG
04605453020955;Флуконазол;Флуконазол;INJECTION;2;MG
04605453020962;Флуконазол;Флуконазол;INJECTION;2;MG
04605453020979;Флуконазол;Флуконазол;INJECTION;2;MG
04605453020986;Флуконазол;Флуконазол;INJECTION;2;MG
04605453020993;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021006;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021013;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021020;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021037;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021044;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021051;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021068;Флуконазол;Флуконазол;INJECTION;2;MG
04605453021099;Флуконазол;Флуконазол;INJECTION;2;MG
