# pillbox-gtin version=2026-09-09 count=57672
#
# Штрихкоды упаковок. Собирается скриптом tools/extract_esklp.py —
# правьте исходники, а не этот файл.
#
# Два источника:
#   ЕСКЛП (Минздрав) — только ЖНВЛП: штрихкод там лежит в блоке
#     предельных цен, а он заполняется лишь для препаратов из перечня;
#   source/gtin_manual.tsv — коды с упаковок, внесённые вручную
#     (0 шт.): препараты вне перечня и БАДы.
#
# Код приведён к 14 знакам — так он приходит из кода маркировки.
#
# manual-gtins:
#
# Формат: код;название;действующее вещество;форма;дозировка;единица
gtin;name;inn;form;strength;unit
04660185041081;Парикальцитол Фармасинтез;Парикальцитол;INJECTION;;
04660228170013;Ацетилсалициловая кислота;Ацетилсалициловая Кислота;TABLET;500;MG
04660228170020;Ацетилсалициловая кислота;Ацетилсалициловая Кислота;TABLET;500;MG
04660228170143;Ацетилсалициловая кислота;Ацетилсалициловая Кислота;TABLET;500;MG
04660228170150;Ацетилсалициловая кислота;Ацетилсалициловая Кислота;TABLET;500;MG
04660228171973;Висмута трикалия дицитрат Реневал;Висмута Трикалия Дицитрат;TABLET;120;MG
04660228171980;Висмута трикалия дицитрат Реневал;Висмута Трикалия Дицитрат;TABLET;120;MG
04660228171997;Висмута трикалия дицитрат Реневал;Висмута Трикалия Дицитрат;TABLET;120;MG
04660228172000;Висмута трикалия дицитрат Реневал;Висмута Трикалия Дицитрат;TABLET;120;MG
04660228172017;Висмута трикалия дицитрат Реневал;Висмута Трикалия Дицитрат;TABLET;120;MG
04660228172024;Висмута трикалия дицитрат Реневал;Висмута Трикалия Дицитрат;TABLET;120;MG
04660228172031;Висмута трикалия дицитрат Реневал;Висмута Трикалия Дицитрат;TABLET;120;MG
04660228172048;Висмута трикалия дицитрат Реневал;Висмута Трикалия Дицитрат;TABLET;120;MG
04660228172055;Висмута трикалия дицитрат Реневал;Висмута Трикалия Дицитрат;TABLET;120;MG
04660228172062;Висмута трикалия дицитрат Реневал;Висмута Трикалия Дицитрат;TABLET;120;MG
04660228172079;Висмута трикалия дицитрат Реневал;Висмута Трикалия Дицитрат;TABLET;120;MG
04660228172086;Висмута трикалия дицитрат Реневал;Висмута Трикалия Дицитрат;TABLET;120;MG
04660228172246;Урсодезоксихолевая кислота Реневал;Урсодезоксихолевая Кислота;TABLET;250;MG
04660228172253;Урсодезоксихолевая кислота Реневал;Урсодезоксихолевая Кислота;TABLET;250;MG
04660228172277;Урсодезоксихолевая кислота Реневал;Урсодезоксихолевая Кислота;TABLET;250;MG
04660228172284;Урсодезоксихолевая кислота Реневал;Урсодезоксихолевая Кислота;TABLET;250;MG
04660228172291;Урсодезоксихолевая кислота Реневал;Урсодезоксихолевая Кислота;TABLET;250;MG
04660228172321;Урсодезоксихолевая кислота Реневал;Урсодезоксихолевая Кислота;TABLET;500;MG
04660228172338;Урсодезоксихолевая кислота Реневал;Урсодезоксихолевая Кислота;TABLET;500;MG
04660228172352;Урсодезоксихолевая кислота Реневал;Урсодезоксихолевая Кислота;TABLET;500;MG
04660228172369;Урсодезоксихолевая кислота Реневал;Урсодезоксихолевая Кислота;TABLET;500;MG
04660228172376;Урсодезоксихолевая кислота Реневал;Урсодезоксихолевая Кислота;TABLET;500;MG
04660228710011;Бианем-АФ;Биапенем;POWDER;300;MG
04660228710028;Бианем-АФ;Биапенем;POWDER;600;MG
04660228710042;Сульмацефта;Ампициллин+сульбактам;POWDER;;
04660228710059;Сульмацефта;Ампициллин+сульбактам;POWDER;;
04660228710066;Сульмацефта;Ампициллин+сульбактам;POWDER;;
04660228710073;Сульмацефта;Ампициллин+сульбактам;POWDER;;
04660228710080;Сульмацефта;Ампициллин+сульбактам;POWDER;;
04660228710097;Сульмацефта;Ампициллин+сульбактам;POWDER;;
04660228710110;Сульмацефта;Ампициллин+сульбактам;POWDER;;
04660228710165;Максиктам-АФ;Цефепим+сульбактам;POWDER;;
04660228710172;Кларуктам;Цефотаксим+[сульбактам];POWDER;;
04660228710189;Сульмаграф;Цефоперазон+сульбактам;POWDER;;
04660228710196;Сульмаграф;Цефоперазон+сульбактам;POWDER;;
04660228710202;Сульмаграф;Цефоперазон+сульбактам;POWDER;;
04660228710219;Сульмаграф;Цефоперазон+сульбактам;POWDER;;
04660228710226;Сульмаграф;Цефоперазон+сульбактам;POWDER;;
04660228710240;Бианем-АФ;Биапенем;POWDER;300;MG
04660228710257;Бианем-АФ;Биапенем;POWDER;600;MG
04660228710356;Сульмаграф;Цефоперазон+сульбактам;POWDER;;
04660228710363;Сульмаграф;Цефоперазон+сульбактам;POWDER;;
04660228710424;Максиктам-АФ;Цефепим+сульбактам;POWDER;;
04660228710431;Ванкотер-Аф;Ванкомицин;POWDER;500;MG
04660228710448;Ванкотер-Аф;Ванкомицин;POWDER;500;MG
04660228710455;Ванкотер-Аф;Ванкомицин;POWDER;750;MG
04660228710462;Ванкотер-Аф;Ванкомицин;POWDER;750;MG
04660228710479;Ванкотер-Аф;Ванкомицин;POWDER;1000;MG
04660228710486;Ванкотер-Аф;Ванкомицин;POWDER;1000;MG
04660228710523;Сульмаграф;Цефоперазон+сульбактам;POWDER;;
04660228710530;Тобраминер;Тобрамицин;INHALER;60;MG
04660228710547;Сульмацефта;Ампициллин+сульбактам;POWDER;;
04660228710554;Тобраминер;Тобрамицин;INHALER;75;MG
04660228710561;Кларуктам;Цефотаксим+[сульбактам];POWDER;;
04660228710578;Каспоминер;Каспофунгин;POWDER;50;MG
04660228710585;Каспоминер;Каспофунгин;POWDER;70;MG
04660228710592;Тобраминер;Тобрамицин;INHALER;60;MG
04660228710608;Тобраминер;Тобрамицин;INHALER;60;MG
04660228710615;Тобраминер;Тобрамицин;INHALER;60;MG
04660228710622;Тобраминер;Тобрамицин;INHALER;75;MG
04660228710639;Тобраминер;Тобрамицин;INHALER;75;MG
04660228710646;Тобраминер;Тобрамицин;INHALER;75;MG
04660228710745;Микафуцид;Микафунгин;POWDER;50;MG
04660228710752;Микафуцид;Микафунгин;POWDER;100;MG
04660228710769;Меронекса-Аг;Меропенем;POWDER;250;MG
04660228710776;Меронекса-Аг;Меропенем;POWDER;500;MG
04660228710783;Меронекса-Аг;Меропенем;POWDER;1000;MG
04660228710813;Тигелин АФ;Тигециклин;POWDER;50;MG
04660228710837;Эртам-АФ;Эртапенем;POWDER;1;G
04660228710981;Полимибакса-Аф;Полимиксин В;POWDER;25;MG
04660228710998;Полимибакса-Аф;Полимиксин В;POWDER;50;MG
04660228711018;Бианемер-Аг;Биапенем;POWDER;300;MG
04660228711025;Бианемер-Аг;Биапенем;POWDER;600;MG
04660228711032;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711049;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711056;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711063;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711070;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711087;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711094;Кларзакса;Цефотаксим+[сульбактам];POWDER;;
04660228711131;Цефтро-Аг;Цефтриаксон;POWDER;250;MG
04660228711148;Цефтро-Аг;Цефтриаксон;POWDER;500;MG
04660228711155;Цефтро-Аг;Цефтриаксон;POWDER;1000;MG
04660228711162;Алцефур-Аг;Цефуроксим;POWDER;250;MG
04660228711179;Алцефур-Аг;Цефуроксим;POWDER;750;MG
04660228711186;Алцефур-Аг;Цефуроксим;POWDER;1500;MG
04660228711193;Максиктам-Аф;Цефепим+сульбактам;POWDER;;
04660228711223;Максиктам-Аф;Цефепим+сульбактам;POWDER;;
04660228711254;Тигелин АФ;Тигециклин;POWDER;50;MG
04660228711261;Тигелин АФ;Тигециклин;POWDER;50;MG
04660228711278;Кларуктам;Цефотаксим+[сульбактам];POWDER;;
04660228711346;Цефикцефта;Цефуроксим;POWDER;250;MG
04660228711353;Цефикцефта;Цефуроксим;POWDER;750;MG
04660228711360;Цефикцефта;Цефуроксим;POWDER;1500;MG
04660228711377;Цефикцефта;Цефуроксим;POWDER;250;MG
04660228711384;Цефикцефта;Цефуроксим;POWDER;750;MG
04660228711391;Цефикцефта;Цефуроксим;POWDER;1500;MG
04660228711407;Цефикцефта;Цефуроксим;POWDER;250;MG
04660228711414;Цефикцефта;Цефуроксим;POWDER;750;MG
04660228711421;Цефикцефта;Цефуроксим;POWDER;1500;MG
04660228711438;Цефикцефта;Цефуроксим;POWDER;250;MG
04660228711445;Цефикцефта;Цефуроксим;POWDER;750;MG
04660228711452;Цефикцефта;Цефуроксим;POWDER;1500;MG
04660228711537;Цефтро-Аг;Цефтриаксон;POWDER;250;MG
04660228711544;Цефтро-Аг;Цефтриаксон;POWDER;500;MG
04660228711551;Цефтро-Аг;Цефтриаксон;POWDER;1000;MG
04660228711568;Цефтро-Аг;Цефтриаксон;POWDER;250;MG
04660228711575;Цефтро-Аг;Цефтриаксон;POWDER;500;MG
04660228711582;Цефтро-Аг;Цефтриаксон;POWDER;1000;MG
04660228711599;Цефтро-Аг;Цефтриаксон;POWDER;250;MG
04660228711605;Цефтро-Аг;Цефтриаксон;POWDER;500;MG
04660228711612;Цефтро-Аг;Цефтриаксон;POWDER;1000;MG
04660228711629;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711636;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711650;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711667;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711674;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711681;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711698;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711704;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711711;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711728;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711735;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711742;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711759;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711766;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711773;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711780;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711797;Алтеграф-Аг;Цефоперазон+сульбактам;POWDER;;
04660228711803;Пимоцев-Аг;Цефепим;POWDER;500;MG
04660228711810;Пимоцев-Аг;Цефепим;POWDER;1000;MG
04660228711827;Пимоцев-Аг;Цефепим;POWDER;2000;MG
04660228711834;Алтинам-Аг;Имипенем+циластатин;POWDER;;
04660228711841;Алтинам-Аг;Имипенем+циластатин;POWDER;;
04660228711858;Ралтетресс;Ралтегравир;TABLET;400;MG
04660228711865;Ралтетресс;Ралтегравир;TABLET;400;MG
04660228711896;Фосфоцефта;Фосфомицин;POWDER;0.5;G
04660228711902;Фосфоцефта;Фосфомицин;POWDER;1;G
04660228711919;Фосфоцефта;Фосфомицин;POWDER;2;G
